
[2026-02-25 08:10:07.857]	[main.py - <module>():91]		SOLUSDT — price=81.7600, 24h_high=82.9900, atr=0.206629
[2026-02-25 08:10:07.857]	[logic.py - should_long_dca():181]		[DCA] drop=1.48% level=0 (was 0) -> no new level
[2026-02-25 08:10:07.858]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:10:17.868]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:10:18.142]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:10:18.142]	[main.py - <module>():91]		BTCUSDT — price=64943.9300, 24h_high=66310.0000, atr=105.811482
[2026-02-25 08:10:18.143]	[logic.py - should_long_dca():181]		[DCA] drop=2.06% level=1 (was 0) -> NEW LEVEL spend=$2.06
[2026-02-25 08:10:18.143]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1629% vs required 0.3000%
[2026-02-25 08:10:18.143]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:10:18.411]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:10:18.417]	[main.py - <module>():91]		ETHUSDT — price=1887.7000, 24h_high=1944.8600, atr=3.798218
[2026-02-25 08:10:18.417]	[logic.py - should_long_dca():181]		[DCA] drop=2.94% level=1 (was 0) -> NEW LEVEL spend=$2.94
[2026-02-25 08:10:18.418]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2012% vs required 0.3000%
[2026-02-25 08:10:18.420]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:10:18.670]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:10:18.671]	[main.py - <module>():91]		SOLUSDT — price=81.7700, 24h_high=82.9900, atr=0.209486
[2026-02-25 08:10:18.671]	[logic.py - should_long_dca():181]		[DCA] drop=1.47% level=0 (was 0) -> no new level
[2026-02-25 08:10:18.671]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:10:28.682]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:10:28.951]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:10:28.952]	[main.py - <module>():91]		BTCUSDT — price=64975.8400, 24h_high=66310.0000, atr=106.394339
[2026-02-25 08:10:28.953]	[logic.py - should_long_dca():181]		[DCA] drop=2.01% level=1 (was 0) -> NEW LEVEL spend=$2.01
[2026-02-25 08:10:28.953]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1637% vs required 0.3000%
[2026-02-25 08:10:28.953]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:10:29.219]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:10:29.221]	[main.py - <module>():91]		ETHUSDT — price=1888.4800, 24h_high=1944.8600, atr=3.800360
[2026-02-25 08:10:29.222]	[logic.py - should_long_dca():181]		[DCA] drop=2.90% level=1 (was 0) -> NEW LEVEL spend=$2.90
[2026-02-25 08:10:29.222]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2012% vs required 0.3000%
[2026-02-25 08:10:29.222]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:10:29.473]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:10:29.473]	[main.py - <module>():91]		SOLUSDT — price=81.8100, 24h_high=82.9900, atr=0.210201
[2026-02-25 08:10:29.474]	[logic.py - should_long_dca():181]		[DCA] drop=1.42% level=0 (was 0) -> no new level
[2026-02-25 08:10:29.474]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:10:39.484]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:10:39.764]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:10:39.765]	[main.py - <module>():91]		BTCUSDT — price=64972.5100, 24h_high=66310.0000, atr=106.394339
[2026-02-25 08:10:39.765]	[logic.py - should_long_dca():181]		[DCA] drop=2.02% level=1 (was 0) -> NEW LEVEL spend=$2.02
[2026-02-25 08:10:39.766]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1638% vs required 0.3000%
[2026-02-25 08:10:39.766]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:10:40.018]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:10:40.018]	[main.py - <module>():91]		ETHUSDT — price=1888.2600, 24h_high=1944.8600, atr=3.800360
[2026-02-25 08:10:40.019]	[logic.py - should_long_dca():181]		[DCA] drop=2.91% level=1 (was 0) -> NEW LEVEL spend=$2.91
[2026-02-25 08:10:40.019]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2013% vs required 0.3000%
[2026-02-25 08:10:40.019]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:10:40.277]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:10:40.278]	[main.py - <module>():91]		SOLUSDT — price=81.8100, 24h_high=82.9900, atr=0.210201
[2026-02-25 08:10:40.279]	[logic.py - should_long_dca():181]		[DCA] drop=1.42% level=0 (was 0) -> no new level
[2026-02-25 08:10:40.279]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:10:50.290]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:10:50.580]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:10:50.581]	[main.py - <module>():91]		BTCUSDT — price=64986.9800, 24h_high=66310.0000, atr=108.099339
[2026-02-25 08:10:50.582]	[logic.py - should_long_dca():181]		[DCA] drop=2.00% level=0 (was 0) -> no new level
[2026-02-25 08:10:50.582]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:10:50.867]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:10:50.869]	[main.py - <module>():91]		ETHUSDT — price=1888.7700, 24h_high=1944.8600, atr=3.846075
[2026-02-25 08:10:50.869]	[logic.py - should_long_dca():181]		[DCA] drop=2.88% level=1 (was 0) -> NEW LEVEL spend=$2.88
[2026-02-25 08:10:50.870]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2036% vs required 0.3000%
[2026-02-25 08:10:50.870]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:10:51.137]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:10:51.138]	[main.py - <module>():91]		SOLUSDT — price=81.8200, 24h_high=82.9900, atr=0.212344
[2026-02-25 08:10:51.139]	[logic.py - should_long_dca():181]		[DCA] drop=1.41% level=0 (was 0) -> no new level
[2026-02-25 08:10:51.139]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:11:01.150]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:11:01.618]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:11:01.619]	[main.py - <module>():91]		BTCUSDT — price=64977.8500, 24h_high=66310.0000, atr=108.099339
[2026-02-25 08:11:01.619]	[logic.py - should_long_dca():181]		[DCA] drop=2.01% level=1 (was 0) -> NEW LEVEL spend=$2.01
[2026-02-25 08:11:01.620]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1664% vs required 0.3000%
[2026-02-25 08:11:01.620]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:11:01.870]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:11:01.871]	[main.py - <module>():91]		ETHUSDT — price=1888.3500, 24h_high=1944.8600, atr=3.846075
[2026-02-25 08:11:01.871]	[logic.py - should_long_dca():181]		[DCA] drop=2.91% level=1 (was 0) -> NEW LEVEL spend=$2.91
[2026-02-25 08:11:01.871]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2037% vs required 0.3000%
[2026-02-25 08:11:01.871]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:11:02.122]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:11:02.123]	[main.py - <module>():91]		SOLUSDT — price=81.8000, 24h_high=82.9900, atr=0.212344
[2026-02-25 08:11:02.123]	[logic.py - should_long_dca():181]		[DCA] drop=1.43% level=0 (was 0) -> no new level
[2026-02-25 08:11:02.123]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:11:12.134]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:11:12.402]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:11:12.403]	[main.py - <module>():91]		BTCUSDT — price=64976.7000, 24h_high=66310.0000, atr=108.099339
[2026-02-25 08:11:12.404]	[logic.py - should_long_dca():181]		[DCA] drop=2.01% level=1 (was 0) -> NEW LEVEL spend=$2.01
[2026-02-25 08:11:12.404]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1664% vs required 0.3000%
[2026-02-25 08:11:12.404]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:11:12.655]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:11:12.656]	[main.py - <module>():91]		ETHUSDT — price=1888.2100, 24h_high=1944.8600, atr=3.846075
[2026-02-25 08:11:12.657]	[logic.py - should_long_dca():181]		[DCA] drop=2.91% level=1 (was 0) -> NEW LEVEL spend=$2.91
[2026-02-25 08:11:12.657]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2037% vs required 0.3000%
[2026-02-25 08:11:12.657]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:11:13.127]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:11:13.128]	[main.py - <module>():91]		SOLUSDT — price=81.8000, 24h_high=82.9900, atr=0.212344
[2026-02-25 08:11:13.128]	[logic.py - should_long_dca():181]		[DCA] drop=1.43% level=0 (was 0) -> no new level
[2026-02-25 08:11:13.128]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:11:23.139]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:11:23.404]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:11:23.406]	[main.py - <module>():91]		BTCUSDT — price=64977.9300, 24h_high=66310.0000, atr=108.099339
[2026-02-25 08:11:23.406]	[logic.py - should_long_dca():181]		[DCA] drop=2.01% level=1 (was 0) -> NEW LEVEL spend=$2.01
[2026-02-25 08:11:23.406]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1664% vs required 0.3000%
[2026-02-25 08:11:23.407]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:11:23.661]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:11:23.662]	[main.py - <module>():91]		ETHUSDT — price=1888.1800, 24h_high=1944.8600, atr=3.846075
[2026-02-25 08:11:23.662]	[logic.py - should_long_dca():181]		[DCA] drop=2.91% level=1 (was 0) -> NEW LEVEL spend=$2.91
[2026-02-25 08:11:23.662]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2037% vs required 0.3000%
[2026-02-25 08:11:23.662]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:11:23.925]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:11:23.925]	[main.py - <module>():91]		SOLUSDT — price=81.8000, 24h_high=82.9900, atr=0.212344
[2026-02-25 08:11:23.926]	[logic.py - should_long_dca():181]		[DCA] drop=1.43% level=0 (was 0) -> no new level
[2026-02-25 08:11:23.926]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:11:33.936]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:11:34.198]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:11:34.199]	[main.py - <module>():91]		BTCUSDT — price=64986.4800, 24h_high=66310.0000, atr=108.099339
[2026-02-25 08:11:34.199]	[logic.py - should_long_dca():181]		[DCA] drop=2.00% level=0 (was 0) -> no new level
[2026-02-25 08:11:34.199]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:11:34.452]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:11:34.452]	[main.py - <module>():91]		ETHUSDT — price=1888.6100, 24h_high=1944.8600, atr=3.846075
[2026-02-25 08:11:34.452]	[logic.py - should_long_dca():181]		[DCA] drop=2.89% level=1 (was 0) -> NEW LEVEL spend=$2.89
[2026-02-25 08:11:34.453]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2036% vs required 0.3000%
[2026-02-25 08:11:34.453]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:11:34.712]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:11:34.712]	[main.py - <module>():91]		SOLUSDT — price=81.8000, 24h_high=82.9900, atr=0.212344
[2026-02-25 08:11:34.713]	[logic.py - should_long_dca():181]		[DCA] drop=1.43% level=0 (was 0) -> no new level
[2026-02-25 08:11:34.713]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:11:44.723]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:11:44.987]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:11:44.990]	[main.py - <module>():91]		BTCUSDT — price=64989.4500, 24h_high=66310.0000, atr=108.099339
[2026-02-25 08:11:44.990]	[logic.py - should_long_dca():181]		[DCA] drop=1.99% level=0 (was 0) -> no new level
[2026-02-25 08:11:44.990]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:11:45.241]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:11:45.241]	[main.py - <module>():91]		ETHUSDT — price=1888.6600, 24h_high=1944.8600, atr=3.846075
[2026-02-25 08:11:45.242]	[logic.py - should_long_dca():181]		[DCA] drop=2.89% level=1 (was 0) -> NEW LEVEL spend=$2.89
[2026-02-25 08:11:45.242]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2036% vs required 0.3000%
[2026-02-25 08:11:45.242]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:11:45.505]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:11:45.506]	[main.py - <module>():91]		SOLUSDT — price=81.8500, 24h_high=82.9900, atr=0.213772
[2026-02-25 08:11:45.506]	[logic.py - should_long_dca():181]		[DCA] drop=1.37% level=0 (was 0) -> no new level
[2026-02-25 08:11:45.507]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:11:55.518]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:11:55.839]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:11:55.841]	[main.py - <module>():91]		BTCUSDT — price=64992.7100, 24h_high=66310.0000, atr=108.118625
[2026-02-25 08:11:55.842]	[logic.py - should_long_dca():181]		[DCA] drop=1.99% level=0 (was 0) -> no new level
[2026-02-25 08:11:55.842]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:11:56.096]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:11:56.097]	[main.py - <module>():91]		ETHUSDT — price=1888.8500, 24h_high=1944.8600, atr=3.846075
[2026-02-25 08:11:56.097]	[logic.py - should_long_dca():181]		[DCA] drop=2.88% level=1 (was 0) -> NEW LEVEL spend=$2.88
[2026-02-25 08:11:56.097]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2036% vs required 0.3000%
[2026-02-25 08:11:56.098]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:11:56.355]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:11:56.357]	[main.py - <module>():91]		SOLUSDT — price=81.8600, 24h_high=82.9900, atr=0.213772
[2026-02-25 08:11:56.357]	[logic.py - should_long_dca():181]		[DCA] drop=1.36% level=0 (was 0) -> no new level
[2026-02-25 08:11:56.357]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:12:06.369]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:12:06.650]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:12:06.651]	[main.py - <module>():91]		BTCUSDT — price=65003.5700, 24h_high=66310.0000, atr=108.375054
[2026-02-25 08:12:06.652]	[logic.py - should_long_dca():181]		[DCA] drop=1.97% level=0 (was 0) -> no new level
[2026-02-25 08:12:06.652]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:12:06.915]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:12:06.916]	[main.py - <module>():91]		ETHUSDT — price=1889.1400, 24h_high=1944.8600, atr=3.847503
[2026-02-25 08:12:06.917]	[logic.py - should_long_dca():181]		[DCA] drop=2.86% level=1 (was 0) -> NEW LEVEL spend=$2.86
[2026-02-25 08:12:06.917]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2037% vs required 0.3000%
[2026-02-25 08:12:06.917]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:12:07.178]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:12:07.179]	[main.py - <module>():91]		SOLUSDT — price=81.9000, 24h_high=82.9900, atr=0.217344
[2026-02-25 08:12:07.179]	[logic.py - should_long_dca():181]		[DCA] drop=1.31% level=0 (was 0) -> no new level
[2026-02-25 08:12:07.179]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:12:17.190]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:12:17.466]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:12:17.467]	[main.py - <module>():91]		BTCUSDT — price=65026.3400, 24h_high=66310.0000, atr=110.001482
[2026-02-25 08:12:17.468]	[logic.py - should_long_dca():181]		[DCA] drop=1.94% level=0 (was 0) -> no new level
[2026-02-25 08:12:17.468]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:12:17.718]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:12:17.718]	[main.py - <module>():91]		ETHUSDT — price=1889.2500, 24h_high=1944.8600, atr=3.855360
[2026-02-25 08:12:17.719]	[logic.py - should_long_dca():181]		[DCA] drop=2.86% level=1 (was 0) -> NEW LEVEL spend=$2.86
[2026-02-25 08:12:17.719]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2041% vs required 0.3000%
[2026-02-25 08:12:17.719]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:12:17.982]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:12:17.983]	[main.py - <module>():91]		SOLUSDT — price=81.9100, 24h_high=82.9900, atr=0.217344
[2026-02-25 08:12:17.984]	[logic.py - should_long_dca():181]		[DCA] drop=1.30% level=0 (was 0) -> no new level
[2026-02-25 08:12:17.984]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:12:27.995]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:12:28.265]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:12:28.267]	[main.py - <module>():91]		BTCUSDT — price=65020.2400, 24h_high=66310.0000, atr=110.001482
[2026-02-25 08:12:28.267]	[logic.py - should_long_dca():181]		[DCA] drop=1.95% level=0 (was 0) -> no new level
[2026-02-25 08:12:28.268]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:12:28.533]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:12:28.534]	[main.py - <module>():91]		ETHUSDT — price=1889.1700, 24h_high=1944.8600, atr=3.855360
[2026-02-25 08:12:28.534]	[logic.py - should_long_dca():181]		[DCA] drop=2.86% level=1 (was 0) -> NEW LEVEL spend=$2.86
[2026-02-25 08:12:28.535]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2041% vs required 0.3000%
[2026-02-25 08:12:28.535]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:12:28.796]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:12:28.796]	[main.py - <module>():91]		SOLUSDT — price=81.9000, 24h_high=82.9900, atr=0.217344
[2026-02-25 08:12:28.797]	[logic.py - should_long_dca():181]		[DCA] drop=1.31% level=0 (was 0) -> no new level
[2026-02-25 08:12:28.797]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:12:38.808]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:12:39.092]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:12:39.094]	[main.py - <module>():91]		BTCUSDT — price=65039.6800, 24h_high=66310.0000, atr=110.954339
[2026-02-25 08:12:39.094]	[logic.py - should_long_dca():181]		[DCA] drop=1.92% level=0 (was 0) -> no new level
[2026-02-25 08:12:39.095]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:12:39.357]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:12:39.357]	[main.py - <module>():91]		ETHUSDT — price=1889.4500, 24h_high=1944.8600, atr=3.881789
[2026-02-25 08:12:39.358]	[logic.py - should_long_dca():181]		[DCA] drop=2.85% level=1 (was 0) -> NEW LEVEL spend=$2.85
[2026-02-25 08:12:39.358]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2054% vs required 0.3000%
[2026-02-25 08:12:39.358]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:12:39.616]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:12:39.617]	[main.py - <module>():91]		SOLUSDT — price=81.9600, 24h_high=82.9900, atr=0.220915
[2026-02-25 08:12:39.617]	[logic.py - should_long_dca():181]		[DCA] drop=1.24% level=0 (was 0) -> no new level
[2026-02-25 08:12:39.618]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:12:49.629]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:12:49.903]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:12:49.906]	[main.py - <module>():91]		BTCUSDT — price=65080.3800, 24h_high=66310.0000, atr=113.860768
[2026-02-25 08:12:49.907]	[logic.py - should_long_dca():181]		[DCA] drop=1.85% level=0 (was 0) -> no new level
[2026-02-25 08:12:49.907]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:12:50.180]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:12:50.181]	[main.py - <module>():91]		ETHUSDT — price=1889.9900, 24h_high=1944.8600, atr=3.908218
[2026-02-25 08:12:50.182]	[logic.py - should_long_dca():181]		[DCA] drop=2.82% level=1 (was 0) -> NEW LEVEL spend=$2.82
[2026-02-25 08:12:50.182]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2068% vs required 0.3000%
[2026-02-25 08:12:50.182]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:12:50.432]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:12:50.433]	[main.py - <module>():91]		SOLUSDT — price=81.9600, 24h_high=82.9900, atr=0.222344
[2026-02-25 08:12:50.434]	[logic.py - should_long_dca():181]		[DCA] drop=1.24% level=0 (was 0) -> no new level
[2026-02-25 08:12:50.434]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:13:00.445]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:13:00.696]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:13:00.697]	[main.py - <module>():91]		BTCUSDT — price=65080.3900, 24h_high=66310.0000, atr=113.861482
[2026-02-25 08:13:00.698]	[logic.py - should_long_dca():181]		[DCA] drop=1.85% level=0 (was 0) -> no new level
[2026-02-25 08:13:00.698]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:13:00.948]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:13:00.949]	[main.py - <module>():91]		ETHUSDT — price=1890.0600, 24h_high=1944.8600, atr=3.913218
[2026-02-25 08:13:00.949]	[logic.py - should_long_dca():181]		[DCA] drop=2.82% level=1 (was 0) -> NEW LEVEL spend=$2.82
[2026-02-25 08:13:00.949]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2070% vs required 0.3000%
[2026-02-25 08:13:00.949]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:13:01.202]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:13:01.203]	[main.py - <module>():91]		SOLUSDT — price=81.9500, 24h_high=82.9900, atr=0.222344
[2026-02-25 08:13:01.203]	[logic.py - should_long_dca():181]		[DCA] drop=1.25% level=0 (was 0) -> no new level
