
[2026-02-25 08:13:01.204]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:13:11.215]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:13:11.484]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:13:11.485]	[main.py - <module>():91]		BTCUSDT — price=65056.8100, 24h_high=66310.0000, atr=113.861482
[2026-02-25 08:13:11.486]	[logic.py - should_long_dca():181]		[DCA] drop=1.89% level=0 (was 0) -> no new level
[2026-02-25 08:13:11.486]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:13:11.752]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:13:11.754]	[main.py - <module>():91]		ETHUSDT — price=1889.5500, 24h_high=1944.8600, atr=3.913218
[2026-02-25 08:13:11.754]	[logic.py - should_long_dca():181]		[DCA] drop=2.84% level=1 (was 0) -> NEW LEVEL spend=$2.84
[2026-02-25 08:13:11.755]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2071% vs required 0.3000%
[2026-02-25 08:13:11.755]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:13:12.009]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:13:12.010]	[main.py - <module>():91]		SOLUSDT — price=81.9200, 24h_high=82.9900, atr=0.222344
[2026-02-25 08:13:12.010]	[logic.py - should_long_dca():181]		[DCA] drop=1.29% level=0 (was 0) -> no new level
[2026-02-25 08:13:12.010]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:13:22.021]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:13:22.290]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:13:22.291]	[main.py - <module>():91]		BTCUSDT — price=65061.2600, 24h_high=66310.0000, atr=113.861482
[2026-02-25 08:13:22.292]	[logic.py - should_long_dca():181]		[DCA] drop=1.88% level=0 (was 0) -> no new level
[2026-02-25 08:13:22.292]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:13:22.541]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:13:22.542]	[main.py - <module>():91]		ETHUSDT — price=1889.2300, 24h_high=1944.8600, atr=3.913218
[2026-02-25 08:13:22.542]	[logic.py - should_long_dca():181]		[DCA] drop=2.86% level=1 (was 0) -> NEW LEVEL spend=$2.86
[2026-02-25 08:13:22.542]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2071% vs required 0.3000%
[2026-02-25 08:13:22.542]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:13:22.817]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:13:22.818]	[main.py - <module>():91]		SOLUSDT — price=81.9000, 24h_high=82.9900, atr=0.222344
[2026-02-25 08:13:22.819]	[logic.py - should_long_dca():181]		[DCA] drop=1.31% level=0 (was 0) -> no new level
[2026-02-25 08:13:22.819]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:13:32.830]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:13:33.098]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:13:33.100]	[main.py - <module>():91]		BTCUSDT — price=65041.1600, 24h_high=66310.0000, atr=113.861482
[2026-02-25 08:13:33.100]	[logic.py - should_long_dca():181]		[DCA] drop=1.91% level=0 (was 0) -> no new level
[2026-02-25 08:13:33.100]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:13:33.365]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:13:33.367]	[main.py - <module>():91]		ETHUSDT — price=1889.4100, 24h_high=1944.8600, atr=3.913218
[2026-02-25 08:13:33.367]	[logic.py - should_long_dca():181]		[DCA] drop=2.85% level=1 (was 0) -> NEW LEVEL spend=$2.85
[2026-02-25 08:13:33.367]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2071% vs required 0.3000%
[2026-02-25 08:13:33.368]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:13:33.619]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:13:33.620]	[main.py - <module>():91]		SOLUSDT — price=81.9000, 24h_high=82.9900, atr=0.222344
[2026-02-25 08:13:33.620]	[logic.py - should_long_dca():181]		[DCA] drop=1.31% level=0 (was 0) -> no new level
[2026-02-25 08:13:33.620]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:13:43.631]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:13:43.905]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:13:43.906]	[main.py - <module>():91]		BTCUSDT — price=65041.1600, 24h_high=66310.0000, atr=113.861482
[2026-02-25 08:13:43.907]	[logic.py - should_long_dca():181]		[DCA] drop=1.91% level=0 (was 0) -> no new level
[2026-02-25 08:13:43.907]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:13:44.155]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:13:44.156]	[main.py - <module>():91]		ETHUSDT — price=1889.3400, 24h_high=1944.8600, atr=3.913218
[2026-02-25 08:13:44.156]	[logic.py - should_long_dca():181]		[DCA] drop=2.85% level=1 (was 0) -> NEW LEVEL spend=$2.85
[2026-02-25 08:13:44.157]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2071% vs required 0.3000%
[2026-02-25 08:13:44.157]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:13:44.437]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:13:44.439]	[main.py - <module>():91]		SOLUSDT — price=81.8900, 24h_high=82.9900, atr=0.222344
[2026-02-25 08:13:44.439]	[logic.py - should_long_dca():181]		[DCA] drop=1.33% level=0 (was 0) -> no new level
[2026-02-25 08:13:44.439]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:13:54.450]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:13:54.709]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:13:54.710]	[main.py - <module>():91]		BTCUSDT — price=65039.7100, 24h_high=66310.0000, atr=113.861482
[2026-02-25 08:13:54.711]	[logic.py - should_long_dca():181]		[DCA] drop=1.92% level=0 (was 0) -> no new level
[2026-02-25 08:13:54.711]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:13:54.970]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:13:54.971]	[main.py - <module>():91]		ETHUSDT — price=1889.1800, 24h_high=1944.8600, atr=3.913218
[2026-02-25 08:13:54.971]	[logic.py - should_long_dca():181]		[DCA] drop=2.86% level=1 (was 0) -> NEW LEVEL spend=$2.86
[2026-02-25 08:13:54.971]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2071% vs required 0.3000%
[2026-02-25 08:13:54.972]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:13:55.254]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:13:55.256]	[main.py - <module>():91]		SOLUSDT — price=81.9000, 24h_high=82.9900, atr=0.222344
[2026-02-25 08:13:55.257]	[logic.py - should_long_dca():181]		[DCA] drop=1.31% level=0 (was 0) -> no new level
[2026-02-25 08:13:55.257]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:14:05.267]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:14:05.757]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:14:05.758]	[main.py - <module>():91]		BTCUSDT — price=65037.0000, 24h_high=66310.0000, atr=113.861482
[2026-02-25 08:14:05.759]	[logic.py - should_long_dca():181]		[DCA] drop=1.92% level=0 (was 0) -> no new level
[2026-02-25 08:14:05.759]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:14:06.015]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:14:06.016]	[main.py - <module>():91]		ETHUSDT — price=1889.2000, 24h_high=1944.8600, atr=3.913218
[2026-02-25 08:14:06.016]	[logic.py - should_long_dca():181]		[DCA] drop=2.86% level=1 (was 0) -> NEW LEVEL spend=$2.86
[2026-02-25 08:14:06.017]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2071% vs required 0.3000%
[2026-02-25 08:14:06.017]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:14:06.271]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:14:06.272]	[main.py - <module>():91]		SOLUSDT — price=81.8900, 24h_high=82.9900, atr=0.222344
[2026-02-25 08:14:06.272]	[logic.py - should_long_dca():181]		[DCA] drop=1.33% level=0 (was 0) -> no new level
[2026-02-25 08:14:06.272]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:14:16.283]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:14:16.538]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:14:16.539]	[main.py - <module>():91]		BTCUSDT — price=65037.0000, 24h_high=66310.0000, atr=113.861482
[2026-02-25 08:14:16.540]	[logic.py - should_long_dca():181]		[DCA] drop=1.92% level=0 (was 0) -> no new level
[2026-02-25 08:14:16.540]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:14:16.806]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:14:16.807]	[main.py - <module>():91]		ETHUSDT — price=1889.2500, 24h_high=1944.8600, atr=3.913218
[2026-02-25 08:14:16.808]	[logic.py - should_long_dca():181]		[DCA] drop=2.86% level=1 (was 0) -> NEW LEVEL spend=$2.86
[2026-02-25 08:14:16.808]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2071% vs required 0.3000%
[2026-02-25 08:14:16.808]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:14:17.057]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:14:17.058]	[main.py - <module>():91]		SOLUSDT — price=81.8800, 24h_high=82.9900, atr=0.222344
[2026-02-25 08:14:17.058]	[logic.py - should_long_dca():181]		[DCA] drop=1.34% level=0 (was 0) -> no new level
[2026-02-25 08:14:17.058]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:14:27.069]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:14:27.388]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:14:27.389]	[main.py - <module>():91]		BTCUSDT — price=65031.2800, 24h_high=66310.0000, atr=113.861482
[2026-02-25 08:14:27.390]	[logic.py - should_long_dca():181]		[DCA] drop=1.93% level=0 (was 0) -> no new level
[2026-02-25 08:14:27.390]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:14:27.639]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:14:27.639]	[main.py - <module>():91]		ETHUSDT — price=1889.1900, 24h_high=1944.8600, atr=3.913218
[2026-02-25 08:14:27.640]	[logic.py - should_long_dca():181]		[DCA] drop=2.86% level=1 (was 0) -> NEW LEVEL spend=$2.86
[2026-02-25 08:14:27.640]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2071% vs required 0.3000%
[2026-02-25 08:14:27.640]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:14:27.914]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:14:27.916]	[main.py - <module>():91]		SOLUSDT — price=81.8900, 24h_high=82.9900, atr=0.222344
[2026-02-25 08:14:27.916]	[logic.py - should_long_dca():181]		[DCA] drop=1.33% level=0 (was 0) -> no new level
[2026-02-25 08:14:27.917]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:14:37.917]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:14:38.174]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:14:38.175]	[main.py - <module>():91]		BTCUSDT — price=65027.3400, 24h_high=66310.0000, atr=113.861482
[2026-02-25 08:14:38.175]	[logic.py - should_long_dca():181]		[DCA] drop=1.93% level=0 (was 0) -> no new level
[2026-02-25 08:14:38.175]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:14:38.433]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:14:38.434]	[main.py - <module>():91]		ETHUSDT — price=1888.6600, 24h_high=1944.8600, atr=3.913218
[2026-02-25 08:14:38.434]	[logic.py - should_long_dca():181]		[DCA] drop=2.89% level=1 (was 0) -> NEW LEVEL spend=$2.89
[2026-02-25 08:14:38.435]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2072% vs required 0.3000%
[2026-02-25 08:14:38.435]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:14:38.690]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:14:38.691]	[main.py - <module>():91]		SOLUSDT — price=81.8800, 24h_high=82.9900, atr=0.222344
[2026-02-25 08:14:38.692]	[logic.py - should_long_dca():181]		[DCA] drop=1.34% level=0 (was 0) -> no new level
[2026-02-25 08:14:38.692]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:14:48.703]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:14:48.965]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:14:48.966]	[main.py - <module>():91]		BTCUSDT — price=65027.3500, 24h_high=66310.0000, atr=113.861482
[2026-02-25 08:14:48.967]	[logic.py - should_long_dca():181]		[DCA] drop=1.93% level=0 (was 0) -> no new level
[2026-02-25 08:14:48.967]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:14:49.225]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:14:49.226]	[main.py - <module>():91]		ETHUSDT — price=1888.6400, 24h_high=1944.8600, atr=3.913218
[2026-02-25 08:14:49.226]	[logic.py - should_long_dca():181]		[DCA] drop=2.89% level=1 (was 0) -> NEW LEVEL spend=$2.89
[2026-02-25 08:14:49.227]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2072% vs required 0.3000%
[2026-02-25 08:14:49.227]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:14:49.502]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:14:49.503]	[main.py - <module>():91]		SOLUSDT — price=81.8700, 24h_high=82.9900, atr=0.222344
[2026-02-25 08:14:49.504]	[logic.py - should_long_dca():181]		[DCA] drop=1.35% level=0 (was 0) -> no new level
[2026-02-25 08:14:49.504]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:14:59.515]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:14:59.796]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:14:59.798]	[main.py - <module>():91]		BTCUSDT — price=65027.3600, 24h_high=66310.0000, atr=113.861482
[2026-02-25 08:14:59.798]	[logic.py - should_long_dca():181]		[DCA] drop=1.93% level=0 (was 0) -> no new level
[2026-02-25 08:14:59.798]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:15:00.100]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:15:00.102]	[main.py - <module>():91]		ETHUSDT — price=1888.5000, 24h_high=1944.8600, atr=3.913218
[2026-02-25 08:15:00.102]	[logic.py - should_long_dca():181]		[DCA] drop=2.90% level=1 (was 0) -> NEW LEVEL spend=$2.90
[2026-02-25 08:15:00.102]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2072% vs required 0.3000%
[2026-02-25 08:15:00.102]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:15:00.361]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:15:00.362]	[main.py - <module>():91]		SOLUSDT — price=81.8700, 24h_high=82.9900, atr=0.222344
[2026-02-25 08:15:00.362]	[logic.py - should_long_dca():181]		[DCA] drop=1.35% level=0 (was 0) -> no new level
[2026-02-25 08:15:00.362]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:15:10.373]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:15:10.645]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:15:10.647]	[main.py - <module>():91]		BTCUSDT — price=65020.0100, 24h_high=66310.0000, atr=106.522805
[2026-02-25 08:15:10.647]	[logic.py - should_long_dca():181]		[DCA] drop=1.95% level=0 (was 0) -> no new level
[2026-02-25 08:15:10.647]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:15:10.905]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:15:10.906]	[main.py - <module>():91]		ETHUSDT — price=1888.0600, 24h_high=1944.8600, atr=3.675845
[2026-02-25 08:15:10.906]	[logic.py - should_long_dca():181]		[DCA] drop=2.92% level=1 (was 0) -> NEW LEVEL spend=$2.92
[2026-02-25 08:15:10.906]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1947% vs required 0.3000%
[2026-02-25 08:15:10.906]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:15:11.168]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:15:11.169]	[main.py - <module>():91]		SOLUSDT — price=81.8600, 24h_high=82.9900, atr=0.208605
[2026-02-25 08:15:11.169]	[logic.py - should_long_dca():181]		[DCA] drop=1.36% level=0 (was 0) -> no new level
[2026-02-25 08:15:11.170]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:15:21.180]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:15:21.437]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:15:21.438]	[main.py - <module>():91]		BTCUSDT — price=65010.0700, 24h_high=66310.0000, atr=107.755662
[2026-02-25 08:15:21.438]	[logic.py - should_long_dca():181]		[DCA] drop=1.96% level=0 (was 0) -> no new level
